variable,dtype,min,max,range,nunique,sum,missing_count,missing_pct,first_obs_date,last_obs_date
bm,float64,-4.753152203,153.74597772,158.49912992300003,339962,4890788.213305738,0,0.0,1957-01-01,2021-12-01
bm_ia,float64,-130.9348434,137.29697196,268.23181536000004,2589576,-5845496.441361144,0,0.0,1957-01-01,2021-12-01
cashdebt,float64,-10248.0,2.7623041816,10250.7623041816,248393,47193.3830832648,0,0.0,1957-01-01,2021-12-01
cashpr,float64,-656.4051724,600.27737445,1256.68254685,255738,-1876910.1608907324,0,0.0,1957-01-01,2021-12-01
cfp,float64,-170.1725966,161.28252366,331.45512026,232850,227521.2875311084,0,0.0,1957-01-01,2021-12-01
cfp_ia,float64,-168.9501625,363.74706091,532.69722341,233197,-313769.0813587009,0,0.0,1957-01-01,2021-12-01
chatoia,float64,-1.006542146,1.209927457,2.216469603,216477,4379.296509828801,0,0.0,1957-01-01,2021-12-01
chcsho,float64,-0.888405797,7.2087658593,8.0971716563,198727,322857.08505819883,0,0.0,1957-01-01,2021-12-01
chempia,float64,-57.17108398,3.5750877723000003,60.7461717523,205499,-412646.6724306063,0,0.0,1957-01-01,2021-12-01
chinv,float64,-0.279733495,0.3835263835,0.6632598785,184229,39702.86593995995,0,0.0,1957-01-01,2021-12-01
chpmia,float64,-166.9575638,173.7708691,340.72843290000003,235400,322791.3893704985,0,0.0,1957-01-01,2021-12-01
convind,float64,0.0,1.0,1.0,2,420395.0,0,0.0,1957-01-01,2021-12-01
currat,float64,0.0,106.67938931,106.67938931,247239,12858940.373860225,0,0.0,1957-01-01,2021-12-01
depr,float64,-0.983828834,8.1223880597,9.106216893700001,232786,947374.6803849941,0,0.0,1957-01-01,2021-12-01
divi,float64,0.0,1.0,1.0,2,87420.0,0,0.0,1957-01-01,2021-12-01
divo,float64,0.0,1.0,1.0,2,84530.0,0,0.0,1957-01-01,2021-12-01
dy,float64,-12.14504773,0.5439915651,12.6890392951,138007,74353.1969744623,0,0.0,1957-01-01,2021-12-01
egr,float64,-4.091554638,9.5663234172,13.6578780552,236486,474098.47366265056,0,0.0,1957-01-01,2021-12-01
ep,float64,-8.194066112,0.6827200984999999,8.8767862105,259235,-12708.785931474502,0,0.0,1957-01-01,2021-12-01
gma,float64,-0.894597428,1.7661495963,2.6607470243,236189,1364788.9181659375,0,0.0,1957-01-01,2021-12-01
grcapx,float64,-14.12089744,46.988764045,61.109661485000004,191566,2388997.1606230484,0,0.0,1957-01-01,2021-12-01
grltnoa,float64,-0.592349727,1.1846110654000002,1.7769607924000002,178157,298204.2914417033,0,0.0,1957-01-01,2021-12-01
herf,float64,0.0,1.0,1.0,3826,376843.9136540623,0,0.0,1957-01-01,2021-12-01
hire,float64,-0.788343558,3.9166666667,4.7050102247,100037,263103.69317311683,0,0.0,1957-01-01,2021-12-01
invest,float64,-0.5385402460000001,2.3273809524,2.8659211984,221345,280575.3688027901,0,0.0,1957-01-01,2021-12-01
lev,float64,0.0,72.914767411,72.914767411,260529,7448694.584320826,0,0.0,1957-01-01,2021-12-01
lgr,float64,-0.797752809,10.75,11.547752809,236979,803369.8508313858,0,0.0,1957-01-01,2021-12-01
mve_ia,float64,-29218.104710000003,187263.28346,216481.38817000002,259550,-1707882326.925888,0,0.0,1957-01-01,2021-12-01
operprof,float64,-6.165168812,3.4617852274,9.626954039400001,227656,670843.0394842199,0,0.0,1957-01-01,2021-12-01
orgcap,float64,-0.0011567139999999,0.1648427256,0.16599943959999988,183518,50341.4564052962,0,0.0,1957-01-01,2021-12-01
pchcapx_ia,float64,-728.1018822000001,2238.1306093000003,2966.2324915000004,225604,20067062.30722357,0,0.0,1957-01-01,2021-12-01
pchcurrat,float64,-0.899768116,8.1401658737,9.039933989700002,228739,186066.41184732507,0,0.0,1957-01-01,2021-12-01
pchdepr,float64,-0.959677419,7.6442176684,8.6038950874,220797,300292.603106624,0,0.0,1957-01-01,2021-12-01
pchgm_pchsale,float64,-12.09416094,5.999987444199999,18.0941483842,234346,-207967.46985293945,0,0.0,1957-01-01,2021-12-01
pchquick,float64,-0.922605349,9.3731396808,10.295745029799999,226222,249578.26509588485,0,0.0,1957-01-01,2021-12-01
pchsale_pchinvt,float64,-10.56357199,3.3883810342,13.9519530242,183107,-99272.87521873086,0,0.0,1957-01-01,2021-12-01
pchsale_pchrect,float64,-7.911684631,3.1686650108,11.0803496418,226623,-135493.9411747356,0,0.0,1957-01-01,2021-12-01
pchsale_pchxsga,float64,-1.5694444440000002,4.3352121948,5.904656638800001,193883,35460.11208933339,0,0.0,1957-01-01,2021-12-01
pchsaleinv,float64,-121.0362857,30.973970161,152.010255861,182664,341193.92306528566,0,0.0,1957-01-01,2021-12-01
pctacc,float64,-69.88115345,68.846153846,138.727307296,214356,-2019682.8114227168,0,0.0,1957-01-01,2021-12-01
ps,float64,0.0,9.0,9.0,12,16966547.0,0,0.0,1957-01-01,2021-12-01
quick,float64,0.0,100.6334131,100.6334131,244537,9917955.14961571,0,0.0,1957-01-01,2021-12-01
rd,float64,0.0,1.0,1.0,2,366895.0,0,0.0,1957-01-01,2021-12-01
rd_mve,float64,-0.03411239,2.2277974662,2.2619098562000004,98117,154717.9591957713,0,0.0,1957-01-01,2021-12-01
rd_sale,float64,-90.38461538,179.65,270.03461538,95796,1050157.7738263998,0,0.0,1957-01-01,2021-12-01
realestate,float64,0.0,0.9709816368,0.9709816368,87373,759429.1323423267,0,0.0,1957-01-01,2021-12-01
roic,float64,-19.7896735,1.1732637639,20.9629372639,246964,-219750.6530119085,0,0.0,1957-01-01,2021-12-01
salecash,float64,-1591.636364,2141.125,3732.761364,253380,158096548.99495974,0,0.0,1957-01-01,2021-12-01
saleinv,float64,-106.6224376,1127.253012,1233.8754496,198351,79844512.95134017,0,0.0,1957-01-01,2021-12-01
salerec,float64,-21796.0,594.0,22390.0,246215,41208765.23740967,0,0.0,1957-01-01,2021-12-01
secured,float64,-7.9705e-05,3.8485757121,3.8486554171000003,74030,1772476.2968092847,0,0.0,1957-01-01,2021-12-01
securedind,float64,0.0,1.0,1.0,3,1644607.5,0,0.0,1957-01-01,2021-12-01
sgr,float64,-0.9300014,7.5,8.4300014,234320,635012.9025705726,0,0.0,1957-01-01,2021-12-01
sin,float64,0.0,1.0,1.0,2,27814.0,0,0.0,1957-01-01,2021-12-01
sp,float64,-35.94196184,54.594991999,90.536953839,257465,7840634.534589164,0,0.0,1957-01-01,2021-12-01
tang,float64,0.0,0.9819330241,0.9819330241,245514,2196561.0597104733,0,0.0,1957-01-01,2021-12-01
tb,float64,-40.78334542,12.142874455,52.926219875,160973,-645072.1801487447,0,0.0,1957-01-01,2021-12-01
aeavol,float64,-1.0,20.913043478,21.913043478,788313,2298201.3379739006,0,0.0,1957-01-01,2021-12-01
cash,float64,-0.143183846,0.9773526909,1.1205365369,810678,477978.4377262316,0,0.0,1957-01-01,2021-12-01
chtx,float64,-0.117820888,0.1452963808,0.2631172688,667768,2883.8312384491196,0,0.0,1957-01-01,2021-12-01
cinvest,float64,-123.6666667,351.5,475.1666667,745050,-4331.256495131374,0,0.0,1957-01-01,2021-12-01
ear,float64,-0.458277427,0.5012611896,0.9595386166,628960,8813.297581842633,0,0.0,1957-01-01,2021-12-01
nincr,float64,0.0,8.0,8.0,9,3561922.0,0,0.0,1957-01-01,2021-12-01
roaq,float64,-0.516859717,0.1822474032,0.6991071202,808249,9020.056886320634,0,0.0,1957-01-01,2021-12-01
roavol,float64,0.0,0.8751859998999999,0.8751859998999999,688895,75983.79946773752,0,0.0,1957-01-01,2021-12-01
roeq,float64,-2.011209538,1.9891738246,4.0003833626,823210,45913.134071234905,0,0.0,1957-01-01,2021-12-01
rsup,float64,-4.271041436,2.5114186851,6.7824601211,810319,78626.86728398797,0,0.0,1957-01-01,2021-12-01
stdacc,float64,0.0,929.63238091,929.63238091,542484,11140918.863064297,0,0.0,1957-01-01,2021-12-01
stdcf,float64,0.0,2996.621567,2996.621567,542591,26216571.693329737,0,0.0,1957-01-01,2021-12-01
ms,float64,0.0,8.0,8.0,11,13691842.0,0,0.0,1957-01-01,2021-12-01
baspread,float64,-0.429474319,0.9818181818,1.4112925008000001,3980727,217505.46246036983,0,0.0,1957-01-01,2021-12-01
ill,float64,0.0,0.0009818182,0.0009818182,3644596,18.061470292360575,0,0.0,1957-01-01,2021-12-01
maxret,float64,0.0,0.9666665196,0.9666665196,675188,285035.31712061295,0,0.0,1957-01-01,2021-12-01
retvol,float64,0.0,0.2659367115,0.2659367115,3933135,125100.83504152994,0,0.0,1957-01-01,2021-12-01
std_dolvol,float64,0.0,3.3624285022,3.3624285022,3756863,3482207.469121614,0,0.0,1957-01-01,2021-12-01
std_turn,float64,0.0,794.68585525,794.68585525,3766006,18040470.556048755,0,0.0,1957-01-01,2021-12-01
zerotrade,float64,7.336618000000002e-13,20.045456146,20.045456145999264,3098594,5280239.147522557,0,0.0,1957-01-01,2021-12-01
sic2,float64,1.0,99.0,98.0,74,182204784.0,300337,7.29455237173686,1957-01-01,2021-12-01
ret,float64,-0.9936,24.0,24.9936,451113,45572.34308900004,20487,0.4975860264961462,1957-01-01,2021-12-01
dlret,float64,-1.0,35.333332,36.333332,13622,-1752.0375200000008,4093919,99.43265915005011,1957-01-01,2021-12-01
tbl,float64,0.0001,0.163,0.16290000000000002,481,179933.3563000001,0,0.0,1957-01-01,2021-12-01
rf,float64,0.0,0.0135,0.0135,106,14691.775700000007,0,0.0,1957-01-01,2021-12-01
d/p,float64,0.010849,0.063716,0.052867,772,112255.08757399998,0,0.0,1957-01-01,2021-12-01
e/p,float64,0.007935,0.14977,0.141835,775,246893.52461799994,0,0.0,1957-01-01,2021-12-01
b/m,float64,0.12051,1.20653,1.08602,780,1808849.953415999,0,0.0,1957-01-01,2021-12-01
tms,float64,-0.0365,0.0455,0.08199999999999999,425,78907.25485600003,0,0.0,1957-01-01,2021-12-01
dfy,float64,0.0032,0.0338,0.030599999999999995,165,42021.967999999964,0,0.0,1957-01-01,2021-12-01
ntis,float64,-0.055954,0.051161,0.10711499999999999,774,32731.797675000023,0,0.0,1957-01-01,2021-12-01
svar,float64,7.2e-05,0.073153,0.073081,688,9958.590821000005,0,0.0,1957-01-01,2021-12-01
ret_total,float64,-1.0,35.333332,36.333332,455287,43829.28912599127,0,0.0,1957-01-01,2021-12-01
ret_total_shift_forward1,float64,-1.0,35.333332,36.333332,453992,43606.80987772392,32791,0.7964242395096955,1957-01-01,2021-11-01
baspread_shift_forward1,float64,-0.217183509,0.9818181818,1.1990016908,3952504,215195.950391468,32791,0.7964242395096955,1957-01-01,2021-11-01
beta_shift_forward1,float64,-0.799580145,3.8874200783,4.6870002233,3641880,4129525.2313463064,32791,0.7964242395096955,1957-01-01,2021-11-01
betasq_shift_forward1,float64,0.0,15.112034865,15.112034865,3678508,5754527.13065118,32791,0.7964242395096955,1957-01-01,2021-11-01
chmom_shift_forward1,float64,-8.461764608,7.783077181,16.244841789,3616297,630.7482522845121,32791,0.7964242395096955,1957-01-01,2021-11-01
dolvol_shift_forward1,float64,-3.060270795,19.459949862,22.520220657,2325564,44539322.20786428,32791,0.7964242395096955,1957-01-01,2021-11-01
idiovol_shift_forward1,float64,0.0,0.2835521294999999,0.2835521294999999,3672126,241921.21604828085,32791,0.7964242395096955,1957-01-01,2021-11-01
ill_shift_forward1,float64,0.0,0.0009818182,0.0009818182,3620857,17.990786618322108,32791,0.7964242395096955,1957-01-01,2021-11-01
indmom_shift_forward1,float64,-0.75950299,2.7486551242000004,3.5081581142000005,44201,527032.6484904725,32791,0.7964242395096955,1957-01-01,2021-11-01
maxret_shift_forward1,float64,0.0,0.9666665196,0.9666665196,673215,283234.6649318841,32791,0.7964242395096955,1957-01-01,2021-11-01
mom12m_shift_forward1,float64,-1.0,11.296122609,12.296122609,3194956,465964.5546079736,32791,0.7964242395096955,1957-01-01,2021-11-01
mom1m_shift_forward1,float64,-0.736589134,2.0,2.736589134,1266017,36939.8647832176,32791,0.7964242395096955,1957-01-01,2021-11-01
mom36m_shift_forward1,float64,-1.0,14.513888381,15.513888381,2820664,1063047.1850543846,32791,0.7964242395096955,1957-01-01,2021-11-01
mom6m_shift_forward1,float64,-1.0,7.5333333435,8.5333333435,3143426,197872.7669313342,32791,0.7964242395096955,1957-01-01,2021-11-01
mvel1_shift_forward1,float64,0.0,2711977474.2,2711977474.2,2578414,7370990571353.671,32791,0.7964242395096955,1957-01-01,2021-11-01
pricedelay_shift_forward1,float64,-16.57295624,13.69201483,30.26497107,3639496,597302.0720180495,32791,0.7964242395096955,1957-01-01,2021-11-01
retvol_shift_forward1,float64,0.0,0.2659367115,0.2659367115,3905758,124066.92875693791,32791,0.7964242395096955,1957-01-01,2021-11-01
std_dolvol_shift_forward1,float64,0.0,3.3624285022,3.3624285022,3732365,3448476.67880766,32791,0.7964242395096955,1957-01-01,2021-11-01
std_turn_shift_forward1,float64,0.0,794.68585525,794.68585525,3746088,17426399.88669663,32791,0.7964242395096955,1957-01-01,2021-11-01
turn_shift_forward1,float64,0.0,588.55031949,588.55031949,3475611,4280497.830453892,32791,0.7964242395096955,1957-01-01,2021-11-01
zerotrade_shift_forward1,float64,7.336618000000002e-13,20.045456146,20.045456145999264,3075101,5244343.71754569,32791,0.7964242395096955,1957-01-01,2021-11-01
aeavol_shift_forward3,float64,-1.0,20.913043478,21.913043478,788301,2277679.6206998955,97918,2.378221728044596,1957-01-01,2021-09-01
cash_shift_forward3,float64,-0.143183846,0.9773526909,1.1205365369,810645,471986.2798543278,97918,2.378221728044596,1957-01-01,2021-09-01
chtx_shift_forward3,float64,-0.117820888,0.1452963808,0.2631172688,667749,2830.5724578839418,97918,2.378221728044596,1957-01-01,2021-09-01
cinvest_shift_forward3,float64,-123.6666667,351.5,475.1666667,745024,-4334.094008680148,97918,2.378221728044596,1957-01-01,2021-09-01
ear_shift_forward3,float64,-0.458277427,0.5012611896,0.9595386166,628947,8697.375051521734,97918,2.378221728044596,1957-01-01,2021-09-01
ms_shift_forward3,float64,0.0,8.0,8.0,11,13378416.0,97918,2.378221728044596,1957-01-01,2021-09-01
nincr_shift_forward3,float64,0.0,8.0,8.0,9,3486749.0,97918,2.378221728044596,1957-01-01,2021-09-01
roaq_shift_forward3,float64,-0.516859717,0.1822474032,0.6991071202,808218,8294.034833879678,97918,2.378221728044596,1957-01-01,2021-09-01
roavol_shift_forward3,float64,0.0,0.8751859998999999,0.8751859998999999,688886,74985.49943265873,97918,2.378221728044596,1957-01-01,2021-09-01
roeq_shift_forward3,float64,-2.011209538,1.9891738246,4.0003833626,823176,43776.78543685713,97918,2.378221728044596,1957-01-01,2021-09-01
rsup_shift_forward3,float64,-4.271041436,2.5114186851,6.7824601211,810291,76805.74086690087,97918,2.378221728044596,1957-01-01,2021-09-01
stdacc_shift_forward3,float64,0.0,929.63238091,929.63238091,542476,11128614.091708845,97918,2.378221728044596,1957-01-01,2021-09-01
stdcf_shift_forward3,float64,0.0,2996.621567,2996.621567,542583,26202900.2407752,97918,2.378221728044596,1957-01-01,2021-09-01
absacc_shift_forward6,float64,0.0,1.0237330948,1.0237330948,218521,315195.4533479765,194346,4.720254498238885,1957-01-01,2021-06-01
acc_shift_forward6,float64,-1.016244132,0.5699375965,1.5861817285,216661,-52690.164681950446,194346,4.720254498238885,1957-01-01,2021-06-01
age_shift_forward6,float64,0.0,59.0,59.0,61,43647346.5,194346,4.720254498238885,1957-01-01,2021-06-01
agr_shift_forward6,float64,-5.636086957000001,0.7013919918000001,6.337478948800001,238755,-513611.61651373864,194346,4.720254498238885,1957-01-01,2021-06-01
bm_shift_forward6,float64,-4.753152203,153.74597772,158.49912992300003,339955,4765897.060951953,194346,4.720254498238885,1957-01-01,2021-06-01
bm_ia_shift_forward6,float64,-130.9348434,137.29697196,268.23181536000004,2589439,-5701090.506925762,194346,4.720254498238885,1957-01-01,2021-06-01
cashdebt_shift_forward6,float64,-10248.0,2.7623041816,10250.7623041816,248367,23489.059653274162,194346,4.720254498238885,1957-01-01,2021-06-01
cashpr_shift_forward6,float64,-656.4051724,600.27737445,1256.68254685,255712,-1793239.4601729927,194346,4.720254498238885,1957-01-01,2021-06-01
cfp_shift_forward6,float64,-170.1725966,161.28252366,331.45512026,232825,222484.38485755608,194346,4.720254498238885,1957-01-01,2021-06-01
cfp_ia_shift_forward6,float64,-168.9501625,363.74706091,532.69722341,233172,-301680.31317358464,194346,4.720254498238885,1957-01-01,2021-06-01
chatoia_shift_forward6,float64,-1.006542146,1.209927457,2.216469603,216462,3706.86859920217,194346,4.720254498238885,1957-01-01,2021-06-01
chcsho_shift_forward6,float64,-0.888405797,7.2087658593,8.0971716563,198716,321161.8459386283,194346,4.720254498238885,1957-01-01,2021-06-01
chempia_shift_forward6,float64,-57.17108398,3.5750877723000003,60.7461717523,205487,-400481.2050418675,194346,4.720254498238885,1957-01-01,2021-06-01
chinv_shift_forward6,float64,-0.279733495,0.3835263835,0.6632598785,184216,39081.11275495644,194346,4.720254498238885,1957-01-01,2021-06-01
chpmia_shift_forward6,float64,-166.9575638,173.7708691,340.72843290000003,235383,324622.5633617065,194346,4.720254498238885,1957-01-01,2021-06-01
convind_shift_forward6,float64,0.0,1.0,1.0,2,420332.0,194346,4.720254498238885,1957-01-01,2021-06-01
currat_shift_forward6,float64,0.0,106.67938931,106.67938931,247216,12480565.521623222,194346,4.720254498238885,1957-01-01,2021-06-01
depr_shift_forward6,float64,-0.983828834,8.1223880597,9.106216893700001,232762,918936.0635327015,194346,4.720254498238885,1957-01-01,2021-06-01
divi_shift_forward6,float64,0.0,1.0,1.0,2,87397.0,194346,4.720254498238885,1957-01-01,2021-06-01
divo_shift_forward6,float64,0.0,1.0,1.0,2,84522.0,194346,4.720254498238885,1957-01-01,2021-06-01
dy_shift_forward6,float64,-12.14504773,0.5439915651,12.6890392951,137998,72984.26969627224,194346,4.720254498238885,1957-01-01,2021-06-01
egr_shift_forward6,float64,-4.091554638,9.5663234172,13.6578780552,236470,460578.70797048253,194346,4.720254498238885,1957-01-01,2021-06-01
ep_shift_forward6,float64,-8.194066112,0.6827200984999999,8.8767862105,259210,-22455.768945320837,194346,4.720254498238885,1957-01-01,2021-06-01
gma_shift_forward6,float64,-0.894597428,1.7661495963,2.6607470243,236173,1308558.5523772868,194346,4.720254498238885,1957-01-01,2021-06-01
grcapx_shift_forward6,float64,-14.12089744,46.988764045,61.109661485000004,191553,2366042.248132514,194346,4.720254498238885,1957-01-01,2021-06-01
grltnoa_shift_forward6,float64,-0.592349727,1.1846110654000002,1.7769607924000002,178143,287416.6211305855,194346,4.720254498238885,1957-01-01,2021-06-01
herf_shift_forward6,float64,0.0,1.0,1.0,3826,363115.7843560604,194346,4.720254498238885,1957-01-01,2021-06-01
hire_shift_forward6,float64,-0.788343558,3.9166666667,4.7050102247,100033,260046.53843447167,194346,4.720254498238885,1957-01-01,2021-06-01
invest_shift_forward6,float64,-0.5385402460000001,2.3273809524,2.8659211984,221332,271671.0227794627,194346,4.720254498238885,1957-01-01,2021-06-01
lev_shift_forward6,float64,0.0,72.914767411,72.914767411,260502,7320474.9220354725,194346,4.720254498238885,1957-01-01,2021-06-01
lgr_shift_forward6,float64,-0.797752809,10.75,11.547752809,236962,789332.3786685058,194346,4.720254498238885,1957-01-01,2021-06-01
mve_ia_shift_forward6,float64,-29218.104710000003,187263.28346,216481.38817000002,259524,-1492859724.0821574,194346,4.720254498238885,1957-01-01,2021-06-01
operprof_shift_forward6,float64,-6.165168812,3.4617852274,9.626954039400001,227640,633643.8741832131,194346,4.720254498238885,1957-01-01,2021-06-01
orgcap_shift_forward6,float64,-0.0011567139999999,0.1648427256,0.16599943959999988,183505,48036.944524110615,194346,4.720254498238885,1957-01-01,2021-06-01
pchcapx_ia_shift_forward6,float64,-728.1018822000001,2238.1306093000003,2966.2324915000004,225588,20123362.556349456,194346,4.720254498238885,1957-01-01,2021-06-01
pchcurrat_shift_forward6,float64,-0.899768116,8.1401658737,9.039933989700002,228724,187571.35923185849,194346,4.720254498238885,1957-01-01,2021-06-01
pchdepr_shift_forward6,float64,-0.959677419,7.6442176684,8.6038950874,220783,295719.80820952565,194346,4.720254498238885,1957-01-01,2021-06-01
pchgm_pchsale_shift_forward6,float64,-12.09416094,5.999987444199999,18.0941483842,234330,-207370.62651637328,194346,4.720254498238885,1957-01-01,2021-06-01
pchquick_shift_forward6,float64,-0.922605349,9.3731396808,10.295745029799999,226207,250440.66433537443,194346,4.720254498238885,1957-01-01,2021-06-01
pchsale_pchinvt_shift_forward6,float64,-10.56357199,3.3883810342,13.9519530242,183094,-101951.34713653653,194346,4.720254498238885,1957-01-01,2021-06-01
pchsale_pchrect_shift_forward6,float64,-7.911684631,3.1686650108,11.0803496418,226607,-135310.98431349464,194346,4.720254498238885,1957-01-01,2021-06-01
pchsale_pchxsga_shift_forward6,float64,-1.5694444440000002,4.3352121948,5.904656638800001,193870,36350.102472391896,194346,4.720254498238885,1957-01-01,2021-06-01
pchsaleinv_shift_forward6,float64,-121.0362857,30.973970161,152.010255861,182651,339000.6467318342,194346,4.720254498238885,1957-01-01,2021-06-01
pctacc_shift_forward6,float64,-69.88115345,68.846153846,138.727307296,214341,-2018730.8296632948,194346,4.720254498238885,1957-01-01,2021-06-01
ps_shift_forward6,float64,0.0,9.0,9.0,12,16206016.5,194346,4.720254498238885,1957-01-01,2021-06-01
quick_shift_forward6,float64,0.0,100.6334131,100.6334131,244513,9671607.284462862,194346,4.720254498238885,1957-01-01,2021-06-01
rd_shift_forward6,float64,0.0,1.0,1.0,2,366867.0,194346,4.720254498238885,1957-01-01,2021-06-01
rd_mve_shift_forward6,float64,-0.03411239,2.2277974662,2.2619098562000004,98105,150254.60673585022,194346,4.720254498238885,1957-01-01,2021-06-01
rd_sale_shift_forward6,float64,-90.38461538,179.65,270.03461538,95784,1044785.1304772171,194346,4.720254498238885,1957-01-01,2021-06-01
realestate_shift_forward6,float64,0.0,0.9709816368,0.9709816368,87367,727618.3078446895,194346,4.720254498238885,1957-01-01,2021-06-01
roic_shift_forward6,float64,-19.7896735,1.1732637639,20.9629372639,246940,-231993.51712903116,194346,4.720254498238885,1957-01-01,2021-06-01
salecash_shift_forward6,float64,-1591.636364,2141.125,3732.761364,253353,155859441.24295622,194346,4.720254498238885,1957-01-01,2021-06-01
saleinv_shift_forward6,float64,-106.6224376,1127.253012,1233.8754496,198332,78397286.66923898,194346,4.720254498238885,1957-01-01,2021-06-01
salerec_shift_forward6,float64,-21796.0,594.0,22390.0,246189,40076667.86019653,194346,4.720254498238885,1957-01-01,2021-06-01
secured_shift_forward6,float64,-7.9705e-05,3.8485757121,3.8486554171000003,74021,1694636.038353008,194346,4.720254498238885,1957-01-01,2021-06-01
securedind_shift_forward6,float64,0.0,1.0,1.0,3,1566589.0,194346,4.720254498238885,1957-01-01,2021-06-01
sgr_shift_forward6,float64,-0.9300014,7.5,8.4300014,234304,618730.0805669586,194346,4.720254498238885,1957-01-01,2021-06-01
sin_shift_forward6,float64,0.0,1.0,1.0,2,27811.0,194346,4.720254498238885,1957-01-01,2021-06-01
sp_shift_forward6,float64,-35.94196184,54.594991999,90.536953839,257439,7619678.752481142,194346,4.720254498238885,1957-01-01,2021-06-01
tang_shift_forward6,float64,0.0,0.9819330241,0.9819330241,245489,2094383.3739592023,194346,4.720254498238885,1957-01-01,2021-06-01
tb_shift_forward6,float64,-40.78334542,12.142874455,52.926219875,160957,-622309.2219426822,194346,4.720254498238885,1957-01-01,2021-06-01
