variable,dtype,min,max,range,nunique,sum,missing_count,missing_pct,first_obs_date,last_obs_date
sgr,float64,-0.9300014,7.5,8.4300014,234304,618730.0805669581,0,0.0,1957-01-01,2021-06-01
sin,float64,0.0,1.0,1.0,2,27811.0,0,0.0,1957-01-01,2021-06-01
sp,float64,-35.94196184,54.594991999,90.536953839,257439,7619678.752481137,0,0.0,1957-01-01,2021-06-01
tang,float64,0.0,0.9819330241,0.9819330241,245489,2094383.3739592033,0,0.0,1957-01-01,2021-06-01
tb,float64,-40.78334542,12.142874455,52.926219875,160957,-622309.2219426818,0,0.0,1957-01-01,2021-06-01
aeavol,float64,-1.0,20.913043478,21.913043478,770747,2224125.8818898886,0,0.0,1957-01-01,2021-06-01
cash,float64,-0.143183846,0.9773526909,1.1205365369,792177,459396.26933397754,0,0.0,1957-01-01,2021-06-01
chtx,float64,-0.117820888,0.1452963808,0.2631172688,653560,2771.839905803137,0,0.0,1957-01-01,2021-06-01
cinvest,float64,-123.6666667,351.5,475.1666667,727981,-3899.2542876351245,0,0.0,1957-01-01,2021-06-01
ear,float64,-0.458277427,0.5012611896,0.9595386166,615156,8827.226550597272,0,0.0,1957-01-01,2021-06-01
nincr,float64,0.0,8.0,8.0,9,3404421.0,0,0.0,1957-01-01,2021-06-01
roaq,float64,-0.516859717,0.1822474032,0.6991071202,790018,8982.631009782534,0,0.0,1957-01-01,2021-06-01
roavol,float64,0.0,0.8751859998999999,0.8751859998999999,673098,72614.1210205677,0,0.0,1957-01-01,2021-06-01
roeq,float64,-2.011209538,1.9891738246,4.0003833626,805265,44487.07499094889,0,0.0,1957-01-01,2021-06-01
rsup,float64,-4.271041436,2.5114186851,6.7824601211,792791,76961.67165769901,0,0.0,1957-01-01,2021-06-01
stdacc,float64,0.0,929.63238091,929.63238091,529810,10618273.453450222,0,0.0,1957-01-01,2021-06-01
stdcf,float64,0.0,2451.3120111,2451.3120111,529901,24855176.087891825,0,0.0,1957-01-01,2021-06-01
ms,float64,0.0,8.0,8.0,11,13050156.0,0,0.0,1957-01-01,2021-06-01
baspread,float64,-0.217183509,0.9818181818,1.1990016908,3807302,201738.1457898204,0,0.0,1957-01-01,2021-06-01
ill,float64,0.0,0.0009818182,0.0009818182,3486860,16.127925024071704,0,0.0,1957-01-01,2021-06-01
maxret,float64,0.0,0.9666665196,0.9666665196,647521,267538.2369379018,0,0.0,1957-01-01,2021-06-01
retvol,float64,0.0,0.2659367115,0.2659367115,3763828,117568.29912438564,0,0.0,1957-01-01,2021-06-01
std_dolvol,float64,0.0,2.998049734,2.998049734,3586002,3293807.9874504916,0,0.0,1957-01-01,2021-06-01
std_turn,float64,0.0,794.68585525,794.68585525,3598606,16073644.683199363,0,0.0,1957-01-01,2021-06-01
zerotrade,float64,7.336618000000002e-13,20.045456146,20.045456145999264,2965092,4944773.850956189,0,0.0,1957-01-01,2021-06-01
sic2,float64,1.0,99.0,98.0,74,174342192.0,264462,6.741437271918045,1957-01-01,2021-06-01
ret,float64,-0.9936,24.0,24.9936,440206,44875.89835799999,1,2.549113775104947e-05,1957-01-01,2021-06-01
dlret,float64,,,,0,0.0,3922932,100.0,,
tbl,float64,0.0001,0.163,0.16290000000000002,481,172995.15559999977,0,0.0,1957-01-01,2021-06-01
rf,float64,0.0,0.0135,0.0135,106,14122.68159999999,0,0.0,1957-01-01,2021-06-01
d/p,float64,0.010849,0.063716,0.052867,766,107730.06869999999,0,0.0,1957-01-01,2021-06-01
e/p,float64,0.007935,0.14977,0.141835,770,236476.9958450001,0,0.0,1957-01-01,2021-06-01
b/m,float64,0.12051,1.20653,1.08602,774,1739318.7761129988,0,0.0,1957-01-01,2021-06-01
tms,float64,-0.0365,0.0455,0.08199999999999999,424,75353.27503199998,0,0.0,1957-01-01,2021-06-01
dfy,float64,0.0032,0.0338,0.030599999999999995,165,40170.6569,0,0.0,1957-01-01,2021-06-01
ntis,float64,-0.055954,0.051161,0.10711499999999999,768,31257.145571999987,0,0.0,1957-01-01,2021-06-01
svar,float64,7.2e-05,0.073153,0.073081,682,9472.147400999998,0,0.0,1957-01-01,2021-06-01
excess_ret_total,float64,-0.9952000000000001,23.9966,24.9918,1762988,30537.396119,0,0.0,1957-01-01,2021-06-01
